Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
6/17/2004 15:00,node 440,DISK,"I/O error on Drive sde ",REPLACE,
6/17/2004 15:00,node 545,DISK,"I/O error on Drive sdb ",REPLACE,
6/16/2004 11:40,node 757,DISK,"I/O Error on Drive sdb",REPLACE,
6/17/2004 9:40,dtemp storage 19,HSV,"Drive 9/10 Failed ",REPLACE,
6/17/2004 9:40,dtemp storage 24,HSV,"Drive 2/12 Failed ",REPLACE,
6/12/2004 7:21,node 966,CPU,"CMC Error Luster Node ",REPLACE,
6/16/2004 2:16,node 570,MISC,"LED Error, No light for System ",RESEAT,
6/18/2004 9:30,dtemp storage 05,HSV,"Fan B on shelf 3 ",REPLACE,
6/18/2004 9:30,dtemp storage 07,HSV,"Drive 11/11 ",REPLACE,
6/18/2004 9:30,dtemp storage 11,HSV,"73gig Drive 11/6 ",REPLACE,
6/18/2004 9:30,dtemp storage 24,HSV,"73gig drive 3/8 failure",REPLACE,
6/18/2004 9:30,dtemp storage 28,HSV,"73gig drive 7/10 drive failure ",REPLACE,
6/18/2004 9:30,dtemp storage 30,HSV,"73gig Drive 6/1 failure ",REPLACE,
6/20/2004 23:05,node 1,DISK,"I/O error on Drive sdh ",REPLACE,
6/20/2004 17:40,node 9,DISK,"I/O error on Drive sdd",REPLACE,
6/21/2004 4:35,node 169,DISK,"I/O error on Drive sde",REPLACE,
6/18/2004 19:00,node 367,DISK,"I/O error on Drive sdi ",REPLACE,
6/20/2004 13:00,node 419,DISK,"I/O error on Drive sdf ",REPLACE,
6/18/2004 21:15,node 512,DISK,"I/O error on Drive sdb",REPLACE,
6/20/2004 10:02,node 540,DIMM,"CMC Error ",DIAGNOSTICS,
6/21/2004 4:42,node 927,DIMM,"CMC Error ",DIAGNOSTICS,
6/18/2004 8:16,node 940,PLATFORM,"CMC Error  which later turned into a Hard Crash on the 22nd 2004 ",REPLACE,
6/21/2004 8:30,node 589,CPU,"LED Error, Turbo Cooler 0 (zero) ",NONE,
6/21/2004 8:30,node 643,CONSOLE,"LED Error, Firmware Hang ",REBOOT,
6/22/2004 4:20,node 279,PS,"lan0: forcing tproc trap from waitevent instruction at pc 591 elan0: forced tproc trap .....",REPLACE,
6/22/2004 10:26,syslog server 3,CPU,"No power reported ",REPLACE,
6/22/2004 10:26,node 279,DISK,"I/O error on Drive sdi",REPLACE,
6/22/2004 10:26,node 589,CPU,"LED Error reports to be a Turbo Cooler 0 (zero)  Set it for a replacement of the CPU0 ",NONE,
6/22/2004 19:12,node 153,ELAN4,"ELAN Disconnect ",RESEAT,
6/23/2004 0:35,node 398,DISK,"I/O error on Drive sdi ",REPLACE,
6/23/2004 11:00,node 153,OS,"Oops! ",MISC,
6/23/2004 0:23,node 179,UNKNOWN,"CMC Error ",DIAGNOSTICS,
6/24/2004 5:52,node 171,CPU,"CMC Error ",REPLACE,
6/24/2004 19:32,node 510,CPU,"CMC Error ",REPLACE,
6/26/2004 7:40,node 89,DISK,"I/O on Drv sdc",REPLACE,
6/25/2004 21:52,node 278,CPU,"CMC Error ",REPLACE,
6/26/2004 0:02,node 358,CPU,"CMC Error ",REPLACE,
6/28/2004 7:21,node 888,CPU,"CMC Error 	",REPLACE,
6/28/2004 9:52,node 642,CPU,"CMC Error ",REPLACE,
6/28/2004 10:18,node 453,MISC,"LED Error: Firmware Hang ",DIAGNOSTICS,
6/28/2004 10:20,node 574,MISC,"LED Error: Firmware Hang ",DIAGNOSTICS,
6/28/2004 10:20,node 655,MISC,"LED Error: Firmware Hang ",DIAGNOSTICS,
6/28/2004 10:21,node 777,PS,"LED Error: Power Supply Unit 2 Warning ",REBOOT,
6/28/2004 19:33,node 190,DIMM,"CMC Error ",DIAGNOSTICS,
6/28/2004 18:09,node 530,DISK,"I/O Error on Drives sda/sdb/sdc ",REPLACE,
6/29/2004 5:21,node 598,CPU,"CMC Error ",REPLACE,
6/29/2004 8:50,node 598,PLATFORM,"CMC Error  (Error came up right after the node was brought back in from a CMC Diags)",REPLACE,
6/29/2004 4:45,node 932,DISK,"I/O Error on Drive sdi",REPLACE,
6/29/2004 9:00,dtemp storage 16,HSV,"Drive 9/6 failed",REPLACE,
6/30/2004 5:52,node 31,DIMM,"CMC Error ",DIAGNOSTICS,
6/30/2004 10:30,node 33,DISK,"I/O Error on Drv sdb",REPLACE,
6/30/2004 7:02,node 888,DIMM,"CMC Error ",DIAGNOSTICS,
6/30/2004 7:00,node 746,ELAN4,"ELAN Disconnect ",REBOOT,
6/30/2004 7:00,node 813,ELAN4,"ELAN Disconnect ",REBOOT,
6/30/2004 7:00,node 830,ELAN4,"ELAN Disconnect ",REBOOT,
6/28/2004 9:00,dtemp storage 23,HSV,"Drive 9/9 is showing failure",REPLACE,
6/28/2004 9:00,dtemp storage 24,HSV,"Drive 3/3 is showing failure ",REPLACE,
7/1/2004 7:52,node 155,DIMM,"CMC Error ",DIAGNOSTICS,
7/1/2004 2:32,node 372,DIMM,"CMC Error ",DIAGNOSTICS,
7/2/2004 7:22,node 7,DIMM,"CMC Entry ",DIAGNOSTICS,
7/5/2004 10:00,dtemp storage 10,HSV,"Drive 6/1 needs to replaced ",REPLACE,
7/5/2004 10:00,dtemp storage 28,HSV,"Drives 6/12 and 7/2 need to replaced ",REPLACE,
7/5/2004 11:00,dtemp storage 32,HSV,"Drives 9/11 and 9/2 need to be replaced ",REPLACE,
6/30/2004 11:00,dtemp storage 01,HSV,"Drives 1/8 and 1/2 need of replacement",REPLACE,
6/30/2004 12:00,dtemp storage 05,HSV,"Drive 2/11 needs to be replaced ",REPLACE,
6/30/2004 12:30,dtemp storage 10,HSV,"Drives 7/12 and 5/9",REPLACE,
6/30/2004 13:30,dtemp storage 13,HSV,"Drive 2/6 needs to be replaced ",REPLACE,
6/30/2004 14:00,dtemp storage 14,HSV,"Drives 7/1 and 5/10 need to be replaced ",REPLACE,
7/3/2004 16:02,node 287,DIMM,"CMC Error ",DIAGNOSTICS,
7/4/2004 4:52,node 448,UNKNOWN,"CMC Error ",DIAGNOSTICS,
7/5/2004 14:17,node 457,DISK,"I/O error on Drive sde ",REPLACE,
7/2/2004 18:04,node 568,UNKNOWN,"COE - Node shutdown unexpectedly",REBOOT,
7/5/2004 17:14,node 598,PLATFORM,"COE - Removing due to suspect memory",REPLACE,
7/3/2004 9:52,node 770,CPU,"CMC Error ",REPLACE,
7/6/2004 16:57,node 757,PLATFORM,"COE System board replacement needed",REPLACE,
7/8/2004 15:30,node 395,DISK,"I/O error on Drive sdi ",REPLACE,
7/8/2004 15:30,node 486,DISK,"I/O error on Drive sdi ",REPLACE,
7/9/2004 0:22,node 329,DIMM,"CMC Error ",DIAGNOSTICS,
7/8/2004 15:55,node 499,DISK,"I/O error on Drives sdd ",REPLACE,
7/8/2004 21:42,node 700,UNKNOWN,"CMC Error ",DIAGNOSTICS,
7/9/2004 7:32,node 515,CPU,"CMC Error ",REPLACE,
7/9/2004 8:02,node 155,DIMM,"CMC Error ",DIAGNOSTICS,
7/9/2004 8:19,test node 2,PS,"LED Error ",NONE,
7/9/2004 8:22,test node 4,MISC,"LED Error ",NONE,
7/9/2004 15:12,node 608,DIMM,"CMC Error ",DIAGNOSTICS,
7/9/2004 15:12,node 287,DIMM,"CMC Error ",REPLACE,
7/9/2004 15:25,brokade fiber-channel switch 5,FC,"switch crashed",REPLACE,
7/10/2004 18:00,node 71,DISK,"I/O error on Drive sdg",REPLACE,
7/11/2004 8:52,node 277,DIMM,"CMC Error ",DIAGNOSTICS,
7/11/2004 21:00,node 296,DISK,"I/O Error on Drive sdg",REPLACE,
7/12/2004 7:02,node 358,DIMM,"CMC Error ",REPLACE,
7/9/2004 15:12,node 608,DIMM,"CMC Error ",DIAGNOSTICS,
7/11/2004 1:42,node 619,DIMM,"CMC Error ",DIAGNOSTICS,
7/9/2004 23:42,node 631,DIMM,"CMC Error ",DIAGNOSTICS,
7/12/2004 7:02,node 762,DIMM,"CMC Error ",DIAGNOSTICS,
7/12/2004 7:02,node 569,OS,"Windows 2000 Test node ",MISC,
7/12/2004 9:42,dtemp storage 18,HSV,"73gig drive 5/4 failed ",REPLACE,
7/12/2004 9:42,dtemp storage 19,HSV,"73gig drive 11/2 failed ",REPLACE,
7/12/2004 9:42,dtemp storage 26,HSV,"73gig drive 5/13 failed ",REPLACE,
7/12/2004 23:12,node 322,DIMM,"CMC Error ",DIAGNOSTICS,
7/12/2004 21:32,node 745,CPU,"CMC Error ",REPLACE,
7/12/2004 23:42,node 518,DIMM,"CMC Error ",DIAGNOSTICS,
7/13/2004 7:32,dtemp storage 24,HSV,"73gig drive 3/10 Failure",REPLACE,
7/13/2004 7:32,dtemp storage 27,HSV,"73gig drive 10/5 failure   ",REPLACE,
7/13/2004 7:32,dtemp storage 32,HSV,"73gig drive 11/14 failure ",REPLACE,
7/14/2004 7:12,node 292,UNKNOWN,"CMC Error ",DIAGNOSTICS,
7/14/2004 14:02,home storage 5,HSV,"4/11 Drive needs to replaced ",NONE,
7/14/2004 14:02,home storage 7,HSV,"11/5 Drive Failure",REPLACE,
7/14/2004 14:02,dtemp storage 19,HSV,"11/2 Drive Failure",REPLACE,
7/14/2004 14:02,dtemp storage 24,HSV,"2/8 Drive Failure ",REPLACE,
7/14/2004 18:02,home storage 5,HSV,"Needed to replaced Blower 1 in controller A",REPLACE,
7/14/2004 18:02,dtemp storage 27,HSV,"Drive 11/3 failure",REPLACE,
7/14/2004 17:02,node 207,PLATFORM,"CMC ERROR ",REPLACE,
7/14/2004 16:40,node 450,DISK,"I/O Error on Drive sdh",REPLACE,
7/16/2004 10:12,node 297,DISK,"I/O Error on Drive sdi",REPLACE,
7/15/2004 10:00,node 148,MISC,"LED ERROR System Battery Voltage Low ",REPLACE,
7/16/2004 10:00,node 613,UNKNOWN,"CMC ERROR ",DIAGNOSTICS,
7/18/2004 16:30,node 291,CABLE,"I/O Error on Drive sda, sdb,sdc",REPLACE,
7/17/2004 20:15,node 377,DISK,"I/O Error on Drive sdf",REPLACE,
7/17/2004 21:02,node 382,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/18/2004 1:25,node 404,DISK,"I/O Error on Drive sdc",REPLACE,
7/18/2004 16:22,node 514,CPU,"CMC ERROR ",REPLACE,
7/19/2004 13:03,node 11,DISK,"I/O Error on drive sda",REPLACE,
7/19/2004 14:22,node 243,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/19/2004 19:12,node 439,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/19/2004 22:55,node 437,OS,"XFS console message and closed_LIM",INSTALL,
7/20/2004 2:12,node 75,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/21/2004 5:03,node 818,CPU,"CMC ERROR ",REPLACE,
7/21/2004 9:10,dtemp storage 24,HSV,"Drive 3/10 Failure",REPLACE,
7/21/2004 9:54,node 569,CONSOLE,"LED ERROR ",NONE,
7/21/2004 9:55,node 734,MISC,"LED ERROR ",NONE,
7/21/2004 9:56,node 777,CONSOLE,"LED ERROR ",NONE,
7/21/2004 12:03,syslog server 3,PLATFORM,"Won't POST ",REPLACE,
7/21/2004 9:00,brokade fiber-channel switch 20,FC,"Switch Crashed ",REPLACE,
7/23/2004 9:03,node 156,DISK,"I/O error on Drive sdf",REPLACE,
7/23/2004 9:05,node 888,DISK,"I/O error on Drive sda",REPLACE,
7/23/2004 9:05,node 481,DISK,"I/O Error on Drive sde",REPLACE,
7/23/2004 9:05,node 418,CABLE,"I/O error on drive(s) sda, sdb, adc ",REPLACE,
7/23/2004 9:00,node 873,FAN,"Powered itself off ",REPLACE,
7/23/2004 9:00,node 521,CPU,"System reporting only one CPU ",REPLACE,
7/23/2004 16:04,dtemp storage 28,HSV,"Drive 7/6 failure ",REPLACE,
7/23/2004 16:04,home storage 5,CONSOLE,"Controller needs to be reset ",RESET,
7/24/2004 17:42,node 230,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/24/2004 20:12,node 279,DIMM,"CMC ERROR ",REBOOT,
7/25/2004 2:15,node 457,DISK,"I/O Error on Drive sdi",REPLACE,
7/24/2004 18:51,node 465,UNKNOWN,"Node Not Responding ",DIAGNOSTICS,
7/26/2004 1:43,node 468,UNKNOWN,"No Console ",REBOOT,
7/25/2004 10:32,node 529,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/24/2004 19:52,node 662,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/24/2004 16:32,node 907,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/23/2004 8:55,dtemp storage 01,HSV,"Drive 1/8 failure",REPLACE,
7/23/2004 8:55,dtemp storage 27,HSV,"Drive 10/2 failure",REPLACE,
7/23/2004 8:56,home storage 5,HSV,"Drive 4/11 ",REPLACE,
7/26/2004 0:30,node 940,CNTLR,"MCA ERROR ",REPLACE,
7/26/2004 0:30,syslog server 3,PLATFORM,"MCA ERROR ",REPLACE,
7/26/2004 12:32,node 816,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/26/2004 22:50,node 498,DISK,"I/O Error on Drive sdf",REPLACE,
7/27/2004 7:22,node 540,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/26/2004 23:18,node 224,CPU,"MCA ERROR points to CPU0 from COE",REPLACE,
7/27/2004 9:15,node 225,DISK,"I/O Error on drive sdi",REPLACE,
7/27/2004 11:06,node 816,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/23/2004 7:28,home storage 5,HSV,"Trouble-Shooting Failures",INVESTIGATE,
7/27/2004 11:06,node 260,PLATFORM,"No Console on Node ",REPLACE,
7/27/2004 11:06,node 321,PLATFORM,"No Console on Node",REPLACE,
7/27/2004 11:06,node 940,UNKNOWN,"System Crashed ",DIAGNOSTICS,
7/27/2004 11:21,node 908,CPU,"Needs CPU ",REPLACE,
7/29/2004 4:10,node 175,DISK,"I/O Error on Drive sdg ",REPLACE,
7/29/2004 10:24,dtemp storage 24,HSV,"Drive 2/10 Failure",REPLACE,
7/29/2004 10:32,dtemp storage 28,HSV,"Drive 5/3 Failure",REPLACE,
8/4/2004 9:00,node 734,MISC,"LED ERROR ",REDUCED PERF,
7/29/2004 14:34,node 777,PS,"LED ERROR ",REDUCED PERF,
7/30/2004 8:00,node 509,CPU,"CMC ERROR ",REPLACE,
7/31/2004 19:21,node 391,DIMM,"CMC ERROR ",DIAGNOSTICS,
7/31/2004 13:00,node 772,UNKNOWN,"CMC ERROR ",DIAGNOSTICS,
8/1/2004 19:03,node 327,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/1/2004 15:06,node 463,CABLE,"I/O Error on Drive(s) sda, sdb (SCSI Parity Errors",REPLACE,
8/1/2004 15:31,node 714,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/2/2004 10:33,node 622,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/2/2004 12:48,dtemp storage 01,HSV,"Drive 2/4 needs to be ungrouped ",REPLACE,
8/2/2004 12:51,dtemp storage 06,HSV,"Drive 7/13 needs to be ungrouped ",REPLACE,
8/2/2004 12:52,dtemp storage 16,HSV,"Drive 10/2 needs to be ungrouped ",REPLACE,
8/3/2004 0:46,node 72,DISK,"I/O Error on Drive sdb",REPLACE,
8/3/2004 22:53,node 521,PS,"Power Supply Needs to be replaced ",REPLACE,
8/3/2004 19:41,node 893,CPU,"CMC ERROR ",REPLACE,
8/4/2004 7:29,dtemp storage 06,HSV,"Drive 5/3 failure ",REPLACE,
8/5/2004 2:51,node 38,DISK,"I/O Error on Drive sdg",REPLACE,
8/5/2004 6:41,node 333,DISK,"I/O Error on Drive sdf",REPLACE,
8/5/2004 11:15,node 178,DISK,"I/O Error on Drive sdd ",REPLACE,
8/5/2004 15:36,node 523,DISK,"I/O Error on Drive sdd",REPLACE,
8/6/2004 8:32,dtemp storage 30,HSV,"Drive 7/1 failure ",REPLACE,
8/6/2004 8:32,node 758,PLATFORM,"LED ERROR ",REDUCED PERF,
8/5/2004 22:10,node 262,DISK,"I/O Error on Drive sdc ",REPLACE,
8/5/2004 16:11,node 284,DISK,"I/O Error on Drive sda",REPLACE,
8/8/2004 12:39,node 73,OS,"/Scratch has I/O Errors ",REBOOT,
8/7/2004 15:40,node 77,DISK,"I/O Error on Drive sdd",REPLACE,
8/8/2004 12:39,node 123,OS,"/Scratch has I/O Errors ",REBOOT,
8/9/2004 7:18,node 143,DISK,"I/O Error on Drive sdf",REPLACE,
8/9/2004 4:55,node 201,DISK,"I/O Error on Drive sdi",REPLACE,
8/8/2004 14:01,node 316,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/9/2004 7:22,node 335,DISK,"I/O Error on Drive sdb ",REPLACE,
8/9/2004 5:00,node 498,DISK,"I/O Error on Drive sda ",REPLACE,
8/8/2004 6:10,node 558,DISK,"I/O Error on Drive sdf",REPLACE,
8/6/2004 21:53,node 759,PLATFORM,"System Crashed ",REDUCED PERF,
8/9/2004 11:00,node 105,DISK,"I/O Error on Drive sdc",REPLACE,
8/10/2004 7:01,node 573,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/10/2004 8:25,node 56,DISK,"I/O Error on Drive sde",REPLACE,
8/10/2004 15:31,node 327,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/10/2004 9:08,home storage TEST,HSV,"Drive 7/1 Faliure ",REPLACE,
8/10/2004 9:08,test node 7,DISK,"I/O Error on Drive sde ",REPLACE,
8/10/2004 18:21,node 292,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/11/2004 9:26,node 155,DISK,"I/O Error on Drive sdf ",REPLACE,
8/11/2004 12:57,node 262,DISK,"I/O Error on Drive sdg",REPLACE,
8/11/2004 15:00,node 468,DISK,"I/O Error on Drive sdg ",REPLACE,
8/7/2004 22:27,node 199,OS,"FPING CRITICAL",REBOOT,
8/6/2004 16:41,node 607,ELAN4,"ELAN DISCONNECT ",REBOOT,
8/11/2004 10:57,node 521,PS,"Lost Power ",REPLACE,
8/11/2004 9:07,node 469,OS,"/Scratch Errors - I/O errors ",REBOOT,
8/11/2004 9:07,node 502,OS,"/Scratch Errors - I/O Error ",REBOOT,
8/12/2004 3:01,node 402,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/12/2004 11:12,home storage 7,HSV,"Drive 11/8 needs to be ungrouped (replaced)",REPLACE,
8/13/2004 4:41,node 410,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/12/2004 20:30,node 559,CABLE,"Multi I/O Errors on Node drives sdd, sde, sdf failed ",REPLACE,
8/13/2004 13:05,node 180,DISK,"I/O Error on Drive sdc",REPLACE,
8/14/2004 7:00,node 105,DISK,"I/O Error on Drive sdd",REPLACE,
8/14/2004 7:00,node 423,DISK,"I/O Error on Drive sda",REPLACE,
8/14/2004 7:00,node 824,ELAN4,"ELAN4 Disconnect ",REPLACE,
8/16/2004 10:22,node 1014,PLATFORM,"LED ERROR, Firmware Hang ",REPLACE,
8/16/2004 12:30,node 24,DISK,"I/O Error on Drive sdi",REPLACE,
8/17/2004 4:11,node 556,DIMM,"CMC ERROR ",DIAGNOSTICS,
8/14/2004 7:49,dtemp storage 28,HSV,"Controller A needs to be replaced ",REPLACE,
8/14/2004 7:57,home storage 7,HSV,"Controller A needs to be replaced ",REPLACE,
7/23/2004 7:28,home storage 5,HSV,"Continued tracking from 1249",REPLACE,
8/17/2004 10:40,dtemp storage 08,HSV,"Power Supply Unit failed ",REPLACE,
8/17/2004 10:42,dtemp storage 11,HSV,"Drive 9/12 failure",REPLACE,
8/17/2004 7:45,home storage 6,HSV,"Drive 8/13 Failure ",REPLACE,
8/18/2004 7:14,home storage 7,HSV,"ControllerA Failed ",REPLACE,
8/18/2004 8:16,dtemp storage 30,HSV,"Drive 7/7 Failed ",REPLACE,
8/19/2004 6:43,dtemp storage 07,HSV,"Drive 10/7 failure",REPLACE,
8/19/2004 22:41,node 113,UNKNOWN,"CMC ERROR ",DIAGNOSTICS,
8/20/2004 1:11,node 742,CPU,"CMC ERROR ",REPLACE,
8/20/2004 10:26,syslog server 2,DIMM,"Having major issues ",REPLACE,
8/20/2004 11:15,node 524,DISK,"I/O error on Drive sdi",REPLACE,
8/22/2004 8:05,node 250,DISK,"I/O Error on Drive sdc",REPLACE,
8/22/2004 18:45,node 376,DISK,"I/O Error on Drive sdc",REPLACE,
8/24/2004 4:15,node 265,DISK,"I/O Error on Drive sde",REPLACE,
8/24/2004 5:15,node 281,DISK,"I/O Error on Drive sdi",REPLACE,
8/24/2004 2:12,node 325,CPU,"CMC ERROR ",REPLACE,
8/19/2004 10:34,dtemp storage 30,HSV,"Starting the ungrouping of drive 7/9 ",REPLACE,
8/19/2004 10:34,home storage 7,HSV,"Starting the ungrouping of drive 10/13 ",REPLACE,
8/25/2004 12:00,node 234,CABLE,"I/O Error on Drive(s) sda/sdb/sdc",REPLACE,
8/27/2004 1:31,node 218,UNKNOWN,"CMC ERROR  New Error on Sept 12th 2004 3:06 AM I/O Error on Drive ",PENDING,
8/29/2004 1:45,node 215,DISK,"I/O Error on Drive sdb",REPLACE,
8/30/2004 6:20,node 312,DISK,"I/O Error on Drive sdi",REPLACE,
8/30/2004 6:45,node 408,DISK,"I/O Error on Drive sdf",REPLACE,
8/30/2004 6:05,node 459,DISK,"I/O Error on Drive sdc",REPLACE,
8/28/2004 22:24,node 566,DIMM,"CMC Error ",DIAGNOSTICS,
8/28/2004 22:24,node 816,DIMM,"CMC Error ",DIAGNOSTICS,
8/30/2004 3:22,node 954,UNKNOWN,"CMC Error",DIAGNOSTICS,
8/27/2004 8:52,node 153,UNKNOWN,"Need to run all Dianostics (twice)",DIAGNOSTICS,
8/30/2004 10:50,node 336,DISK,"I/O Error on Drive sdf",REPLACE,
8/30/2004 22:05,node 509,DISK,"I/O Error on Drive sdf",REPLACE,
8/30/2004 19:00,node 521,PLATFORM,"MCA ERROR ",REPLACE,
8/31/2004 15:03,node 227,DIMM,"CMC Error ",DIAGNOSTICS,
8/28/2004 18:00,dtemp storage 19,HSV,"Lustre Crash, Controller 9 and 11 reported no drives available. Fatal Error ",REPLACE,
9/1/2004 3:15,node 261,DISK,"I/O Error on Drive sdf",REPLACE,
9/1/2004 2:42,node 711,UNKNOWN,"CMC ERROR ",DIAGNOSTICS,
8/31/2004 18:33,node 968,CPU,"CMC ERROR ",REPLACE,
9/1/2004 8:00,dtemp storage 04,HSV,"Drive 15/2 failed ",REPLACE,
9/1/2004 9:00,test node 2,MISC,"LED ERROR ",NONE,
9/1/2004 9:00,node 153,MISC,"LED ERROR ",NONE,
9/1/2004 9:00,node 734,MISC,"LED ERROR ",REDUCED PERF,
9/1/2004 9:37,node 364,DISK,"I/O Error on Drive sdb",REPLACE,
9/1/2004 11:30,node 352,DISK,"I/O Error on Drive sdi",REPLACE,
9/1/2004 23:47,node 68,DISK,"I/O Error on Drive sda",REPLACE,
9/2/2004 14:12,node 422,DISK,"I/O Error on Drive sdi",REPLACE,
9/3/2004 6:25,node 94,DISK,"I/O Error on Drive sdi",REPLACE,
9/3/2004 1:33,node 524,DIMM,"CMC Error ",DIAGNOSTICS,
9/3/2004 4:32,node 292,DIMM,"CMC Error ",DIAGNOSTICS,
9/7/2004 9:40,node 55,DISK,"I/O error on Drive sde",REPLACE,
9/6/2004 4:56,node 77,DISK,"I/O Error on Drive sdc ",REPLACE,
9/5/2004 11:52,node 141,DIMM,"CMC Error ",DIAGNOSTICS,
9/7/2004 7:10,node 283,DISK,"I/O Error on Drive sdd",REPLACE,
9/6/2004 8:50,node 309,DISK,"I/O Error on Drive sdg",REPLACE,
9/6/2004 7:35,node 402,DISK,"I/O Error on Drive sde",REPLACE,
9/6/2004 14:55,node 558,DISK,"I/O Error on Drive sde",REPLACE,
9/4/2004 18:54,node 933,DISK,"CMC Error ",REPLACE,
9/7/2004 7:15,node 957,DISK,"I/O Error on Drive sda",REPLACE,
9/8/2004 4:32,node 249,DIMM,"CMC Error ",DIAGNOSTICS,
9/8/2004 6:31,node 258,DIMM,"CMC Error ",DIAGNOSTICS,
9/8/2004 7:01,node 754,CPU,"CMC Error",REPLACE,
9/9/2004 11:32,node 351,DISK,"I/O Error on Drive sdi",REPLACE,
9/9/2004 14:01,test node 2,DIMM,"CMC/CPE Errors ",DIAGNOSTICS,
9/9/2004 14:02,test node 6,DISK,"SCSI Errors ",REPLACE,
9/9/2004 14:47,node 326,MISC,"LED Error ",MISC,
9/10/2004 12:52,node 754,PLATFORM,"CPE Errors ",REPLACE,
9/10/2004 3:25,node 347,DISK,"I/O Error on Drive sdg",REPLACE,
9/10/2004 12:51,node 554,CPU,"CMC Error ",REPLACE,
9/10/2004 14:31,home storage TEST,HSV,"Needed to pull the controller and place it in HSV05 for the failed controller",REPLACE,
9/10/2004 14:31,dtemp storage 05,HSV,"Replaced the failed Controller with a known working controller from Test HSV",REPLACE,
9/11/2004 8:00,node 38,DISK,"I/O Error on Drive sda",REPLACE,
9/11/2004 8:00,node 734,OS,"Lustre was not running on node ",INSTALL,
9/11/2004 10:00,node 239,DISK,"I/O Error on Drive sdi",REPLACE,
9/11/2004 12:30,node 560,CNTLR,"I/O Error on Drive(s) sdd sde sdf",REPLACE,
9/11/2004 13:30,node 529,OS,"Node was taking forever re-syncing the drives ",INSTALL,
9/11/2004 14:00,syslog server 2,CPU,"CPU 1 de-configured itself out",REPLACE,
9/12/2004 3:21,node 277,DIMM,"CMC Error ",DIAGNOSTICS,
9/12/2004 14:21,node 126,DISK,"I/O Error on Drive sdg",REPLACE,
9/14/2004 1:36,node 163,DISK,"I/O Error on Drive sdg",REPLACE,
9/12/2004 19:12,node 185,DISK,"I/O Error on Drive sdc",REPLACE,
9/13/2004 11:12,node 187,CABLE,"I/O Error on Drive(s) sda, sdb, sdc",REPLACE,
9/13/2004 4:18,node 213,DISK,"I/O Error on Drive sdg",REPLACE,
9/13/2004 10:33,node 436,DISK,"I/O Error on Drive sdf",REPLACE,
9/14/2004 4:33,node 241,DISK,"I/O Error on Drive sdd",REPLACE,
9/11/2004 8:00,node 903,DISK,"I/O Error on Drive sda",REPLACE,
9/11/2004 17:39,node 114,ELAN4,"ELAN4 Issue ",DIAGNOSTICS,
9/14/2004 15:15,node 218,DISK,"I/O Error on Drive sdi ",REPLACE,
9/14/2004 18:33,node 225,DIMM,"CMC Error ",DIAGNOSTICS,
9/15/2004 6:57,node 518,DISK,"I/O Error on Drive sdc",REPLACE,
9/14/2004 16:12,node 802,CPU,"CMC Error ",REPLACE,
9/15/2004 8:51,node 75,DIMM,"CMC Error ",DIAGNOSTICS,
9/16/2004 7:51,node 643,DIMM,"CMC Error ",DIAGNOSTICS,
9/16/2004 13:15,node 512,CABLE,"SCSI Errors on (lower) DS2100 sda,sdb and sdc",REPLACE,
9/17/2004 7:45,node 46,DISK,"I/O Error on Drive sdg",REPLACE,
9/17/2004 9:10,node 207,DISK,"I/O Error on Drive sdc",REPLACE,
9/17/2004 10:13,home storage TEST,HSV,"Message:“Meta Data Unprotected”  Drive Failure(s) 1/1, 1/2, 2/1",REPLACE,
9/17/2004 10:15,dtemp storage 26,HSV,"Drive 5/14 Failure",REPLACE,
9/17/2004 10:17,node 184,MISC,"LED Error ",NONE,
9/17/2004 10:19,node 523,MISC,"LED Error: Turbo Cooler 1 ",REBOOT,
9/19/2004 5:20,node 26,DISK,"I/O Error on Drive sdg",REPLACE,
9/19/2004 22:42,node 15,UNKNOWN,"CMC Error ",DIAGNOSTICS,
9/17/2004 14:45,node 74,DISK,"I/O Error on Drive sdd",REPLACE,
9/20/2004 10:00,quadrics switch 1N07,ELAN4,"Slot 6 (board 6) failed",REPLACE,
9/20/2004 10:00,quadrics switch 1N08,ELAN4,"Controller B (failed)",REPLACE,
9/20/2004 12:30,node 79,DISK,"I/O Error on Drive sdh",REPLACE,
